SKU,Description,Sellable On Hand Units,Open PO qty,1 Month Sales,3 Month Sales,6 Month Sales,Back Order,Lead Time/Alarm,MOQ,Fob SH,Packaging Type,"L ""cm""","W ""cm""","H ""cm""","G.W.""kg""","N.W. ""kg""",Carton Qty,"Pallet Size ""cm""",Pallet Ctns,Pallet Qty,"Pallet Weight ""kg""",Shipping Date,Shipping PO Number,Shipping Quantity,In Cost/Unit,Shipping Amount,Received,Shipping Date Received,Vendor,Sales PO Number,Sales Quantity,Sales Date,Sales Amount
66306,Feathercoin,599,7927,4242,1079,9362,6577,2635,7724,-1391559.449,owner,5137,5635,3771,3103,5576,7121,house,4040,841,7473,leg,8225,1575,1981,512529159.6,False,beyond,weight,6126,9036,to,-5.205
57207,SwiftCoin,4282,7135,5276,7842,5272,671,2501,721,257383054.3,measure,9217,5733,6165,5445,7797,3542,easy,3897,5685,6717,much,3238,8201,8517,5954728.755,True,impact,speech,7130,5322,exist,-351.71659
71852,Cardano,1545,5456,550,1687,567,4677,6034,4211,40182708554360.0,voice,340,3927,1432,9668,9530,8322,court,7873,5881,4986,available,6999,298,7388,3884.2845733,False,newspaper,collection,8904,5305,simple,5.22735
40095,Omni,7328,6214,3078,2504,3658,893,1807,3786,299300331981.426,certainly,6243,4864,7273,7913,6848,700,cause,2614,1365,5686,nor,4873,6439,642,-638765136.8254,False,material,activity,9254,8110,difference,4209995771202.4
91380,Ubiq,3320,5669,8262,8862,7730,546,9709,3671,957524528915.66,recently,4067,1839,1975,8597,9705,7530,owner,5706,6727,6977,region,6211,6961,1244,84.5668,False,attention,in,6971,5238,need,6368194162.2
33586,Monero,6404,6416,5030,4540,1082,8129,6136,5097,-2165390926818.0,customer,4668,1269,2694,4585,8001,1553,suffer,4943,6444,7994,close,4117,7735,497,1277577550746.0,False,discuss,society,5387,4457,better,-750974160.7
80675,Bytecoin,293,1685,7209,5715,271,7063,1884,9011,2131.95391244,continue,418,2784,3912,4397,2073,7509,population,1456,2231,7930,from,8625,7363,4813,5312033502989.9,True,west,agent,1466,5528,guess,-567826783570.0
67597,Bytecoin,8904,3946,8098,7000,5031,7158,1919,888,50523.79444757,fish,324,3744,8185,7957,5192,9243,ask,2740,7968,9278,they,6560,4004,7440,-16477398219388.0,True,history,eight,3301,9131,because,9796628152626.0
19864,DigitalNote,3576,1242,5553,4202,4032,5848,2867,9128,886.22979,movement,7366,8328,1461,2600,7139,7556,tough,3727,6548,4227,food,8569,1638,9680,771381.53043,False,character,remember,7485,3555,message,579057207461784.0
53140,IOTA,5415,2768,7344,6585,2524,2813,5799,6951,5970117376.64,seven,8109,8057,2858,3050,4929,1319,important,9708,7694,3664,respond,374,9230,2658,3.9,False,look,power,1626,3093,fear,394721777.0
65160,Burstcoin,9644,5589,2870,665,667,8150,7673,2650,47571586.67,education,4907,3885,3161,5114,6265,582,none,4452,3116,3045,consumer,1533,777,9089,6818588.163447,True,indicate,western,4580,1477,baby,7.1
19565,AMP,8898,5292,6105,4386,2641,7443,2898,1658,88168577225269.0,piece,7502,6103,788,64,4374,2258,believe,9422,4898,5731,show,9353,8002,8684,-9.4,False,member,and,3647,2936,work,-76544.27277
83802,Zclassic,5392,7617,9107,4701,4206,1942,6011,5982,7385448494898.0,million,4714,2640,813,1102,8085,5962,player,2594,2762,3865,country,7406,4153,2856,-4361208267780.0,False,leg,face,1916,3403,begin,5782930308.96609
61933,Primecoin,7330,6608,1542,7029,74,6568,9754,6241,714255437576.93,physical,868,4750,5184,7073,2597,1665,perhaps,3108,7683,5340,child,944,1305,831,-5.471073023,True,you,would,6685,837,note,-4478741358074.7
59237,Decred,9948,6881,7024,9667,7547,7804,9569,4579,-68.9,far,2926,1848,7190,8782,9175,8370,social,8313,7068,8413,although,8936,8423,8505,-344075402118794.0,True,either,medical,3500,8345,pull,-63.2
75846,Bitcoin Cash,7599,5605,812,7548,2648,4520,9141,5671,-327117.8782,toward,6164,4691,6150,3091,6608,8036,character,2429,7822,3186,else,2346,2271,2842,-102765603480.61,True,eat,red,7411,976,probably,0.25633085977595
